שם הסוגיה,מספר חוקים
"החלת ריבונות ישראלית על יישובים בבקעת הירדן",1
"החלת ריבונות ישראלית על יישובים ביהודה ושומרון",1
"החלת ריבונות ישראלית על מעלה אדומים",1
"החלת ריבונות ישראלית על מתחם מערת המכפלה",1
"החלת ריבונות ישראלית על עיריות ביהודה והשומרון",1
"החלת ריבונות ישראלית על שטחים",1
"החלת ריבונות על שטחים נוספים ברמת הגולן",1
"החלתו של משטר נתוני אשראי על תאגידים",1
"החמרה בעבירות אלימות כלפי בני משפחה במסגרת התוספת לחוק",1
"החמרה ועונשי מינימום לעבירות נשק גנוב או מוברח",1
"החמרת אכיפה וענישה על חסימת צירי תנועה חיוניים",1
"החמרת אכיפה כלפי פגיעה בצרכנים פגיעים",1
"החמרת סנקציות פליליות בגין ניכוי שכר שלא כדין",1
"החמרת סנקציות פליליות על עבירות שכר",1
"החמרת עבירות פליליות בגין מגע עם סוכנים ממדינות אויב ועוינות",1
"החמרת עונשי מאסר וקביעת עונשי מינימום לעבירות סיוע לשהוים בלתי חוקיים",1
"החמרת עונשי מינימום בעבירות נשק",1
"החמרת ענישה בגין עבירות המבוצעות בזיקה לארגון פשיעה",1
"החמרת ענישה בגין עבירות שבוצעו בזיקה לארגון פשיעה",1
"החמרת ענישה בניצול מצבי חירום ואסונות",1
"החמרת ענישה בעבירות אלימות במשפחה בנוכחות קטין או חסר ישע",1
"החמרת ענישה בעבירות ביזה במצב חירום",1
"החמרת ענישה בעבירות ביזה במצב מיוחד בעורף",1
"החמרת ענישה בעבירות התעללות בקטין או חסר ישע",1
"החמרת ענישה בעבירות טרור",1
"החמרת ענישה בעבירות מין בידי בן משפחה פונקציונלי",1
"החמרת ענישה בעבירות מין בקטינים",1
"החמרת ענישה בעבירות מין על רקע לאומני וטרור",1
"החמרת ענישה בעבירות ממניע גזעני",1
"החמרת ענישה בעבירות על רקע הדרת נשים במרחב הציבורי",1
"החמרת ענישה בעבירות פגיעה ברכוש באזורים צבאיים ובסמוך לבסיסים",1
"החמרת ענישה בעבירות שמטרתן הדרת נשים במרחב הציבורי",1
"החמרת ענישה בעבירת פוליגמיה",1
"החמרת ענישה בשל ביצוע עבירות אלימות במשפחה בנוכחות קטינים או חסרי ישע",1
"החמרת ענישה ואמצעים כלכליים על שהייה בלתי חוקית מהאזור",1
"החמרת ענישה והגבלת שיקול דעת שיפוטי בעבירות תקיפה נגד אנשי כוחות הביטחון",1
"החמרת ענישה והטלת קנס מנהלי או משטרתי בגין החזקת נשק בלתי חוקי",1
"החמרת ענישה והרחבת אחריות בעבירות העמסת מטען",1
"החמרת ענישה והרחבת הגנת הטרדה מינית ממניע גזענות",1
"החמרת ענישה ועבירה ייעודית לתקיפת חיילים",1
"החמרת ענישה ועבירות הסלקת נשק",1
"החמרת ענישה ועבירות הקשורות בחלקי נשק ורכישתו",1
"החמרת ענישה ועבירות טרור",1
"החמרת ענישה ועבירות נסיבות מחמירות כלפי קשישים וחסרי ישע",1
"החמרת ענישה ועבירות נשק",1
"החמרת ענישה ועבירות פליליות בהפרת זכויות מבצעים",1
"החמרת ענישה ועבירת ייעוד לסחיטת דמי חסות",1
"החמרת ענישה ועבירת ייעוד לפריצה למתקנים ביטחוניים",1
"החמרת ענישה ועגינת עבירת נטילת דמי חסות",1
"החמרת ענישה ועונש מזערי על גניבה במצב חירום",1
"החמרת ענישה ועונש מינימום בעבירות כניסה לבסיס צבאי",1
"החמרת ענישה ועונש מינימום בתקיפת צוות רפואי",1
"החמרת ענישה ועונש מינימום לעבירות בטיחות והכשרה במעונות יום לפעוטות",1
"החמרת ענישה ועונשי מינימום בגין ירי מנשק חם שלא כדין",1
"החמרת ענישה ועונשי מינימום בעבירות בטיחות והכשרה במעונות יום לפעוטות",1
"החמרת ענישה ועונשי מינימום בעבירות ביזה בעת חירום",1
"החמרת ענישה ועונשי מינימום בעבירות שהייה בלתי חוקית",1
"החמרת ענישה ועונשי מינימום בעבירת סחיטה באיומים",1
"החמרת ענישה ועונשי מינימום בתקיפת צוות רפואי",1
"החמרת ענישה ועונשי מינימום לירי מנשק חם שלא כדין",1
"החמרת ענישה ועונשי מינימום על הסעת שוהים בלתי חוקיים",1
"החמרת ענישה ועונשי מינימום על ירי בלתי חוקי בנשק חם",1
"החמרת ענישה ועונשי מינימום על כניסה בלתי חוקית",1
"החמרת ענישה וקביעת עונשי מינימום בעבירות נשק",1
"החמרת ענישה וקנסות על עבירות קבלני כוח אדם",1
"החמרת ענישה כלכלית וחפצית בארגוני פשיעה",1
"החמרת ענישה לעבירות מין בקטינים",1
"החמרת ענישה לעבירת שהייה בלתי חוקית",1
"החמרת ענישה לעברייני אלימות חוזרים",1
"החמרת ענישה לעבריינים מועדים בעבירות טרור",1
"החמרת ענישה לעובד ציבור המבצע עבירת הסתה לגזענות",1
"החמרת ענישה על אי-דיווח על התעללות בחסר ישע",1
"החמרת ענישה על אלימות בכבישים",1
"החמרת ענישה על גניבה בזמן חירום או מצב מיוחד בעורף",1
"החמרת ענישה על הטרדה מינית ממניע גזעני או לאומני",1
"החמרת ענישה על הטרדה מינית של קטינים באמצעים טכנולוגיים",1
"החמרת ענישה על הפצת תוכן מיני של קטינים",1
"החמרת ענישה על הפרעה לאנשי כוחות הביטחון",1
"החמרת ענישה על הפרת צו הגנה",1
"החמרת ענישה על התחזות לאיש כוחות הביטחון ולמטרות פשיעה וטרור",1
"החמרת ענישה על זיוף ושימוש לרעה בתגי נכה",1
"החמרת ענישה על חבלה חמורה לקטין או חסר ישע בידי אחראי",1
"החמרת ענישה על כניסה לשדה המשחק",1
"החמרת ענישה על מכירה או ייבוא של חומרים מסוכנים לקטינים",1
"החמרת ענישה על מעסיקים בגין ניכוי שכר אסור",1
"החמרת ענישה על סיוע לארגוני טרור ולמדינות אויב",1
"החמרת ענישה על עבירות אלימות במרחב הציבורי",1
"החמרת ענישה על עבירות אלימות במשפחה בנוכחות קטין או חסר ישע",1
"החמרת ענישה על עבירות אלימות כלפי קטינים וחסרי ישע בידי אחראי",1
"החמרת ענישה על עבירות אليמות במקומות קדושים",1
"החמרת ענישה על עבירות ביטחון וסיוע לאויב",1
"החמרת ענישה על עבירות ביטחון וסיוע לאויב במלחמה",1
"החמרת ענישה על עבירות הברחה",1
"החמרת ענישה על עבירות כלפי אנשי צוות רפואי",1
"החמרת ענישה על עבירות פגיעה בעובדי ציבור",1
"החמרת ענישה על עבירות ציד וסחר בחיות בר",1
"החמרת ענישה על עבירות רכוש במצבי חירום",1
"החמרת ענישה על עבירות רכוש וביזה במצבי חירום",1
"החמרת ענישה על עבירות שמטרתן הדרת נשים במרחב הציבורי",1
"החמרת ענישה על עריכת טקס המרת דת לקטין",1
"החמרת ענישה על פגיעה באתרי הנצחה ולאומיים",1
"החמרת ענישה על פגיעה בכלי עבודה ובפשיעה חקלאית",1
"החמרת ענישה על פגיעה ברכוש בשטחים צבאיים ובסמוך לבסיסים",1
"החמרת ענישה על שימוש באמצעים פירוטכניים באירועי ספורט",1
"החמרת ענישה על תקיפה בדרך ציבורית",1
"החמרת ענישה על תקיפה במרחב הציבורי",1
"החמרת ענישה על תקיפה סתם של קטין או חסר ישע בידי אחראי",1
"החמרת ענישה על תקיפת אנשי כוחות ביטחון וההצלה בעת חירום",1
"החמרת ענישה על תקיפת עורכי דין במסגרת תפקידם",1
"החמרת ענישה על תקיפת עיתונאים ואנשי תקשורת",1
"החמרת ענישה על תקיפת צוות רפואי ועובדי חירום",1
